CLIENTE_CC,FECHA_INFORMACION,SALDO_AHORROS,SALDO_FONDOS    ,SALDO_CREDITO1 ,SALDO_CREDITO2,SALDO_TARJETA,MONTO_COMPRAS1,MONTO_CAJERO1,MONTO_COMPRAS2,MONTO_CAJERO2,MONTO_ABONOS_NOMINA,INDICADOR_MORA,SALDO_ACTIVO    ,SALDO_PASIVO
1900,2017-05-01,31670,0,0.00,0,2897400,0,0,0,720000,895978,0,289740004,3167005
2308,2017-08-01,8662900,0,0.00,0,0,0,0,0,650000,0,0,0,866290245
55,2017-02-01,81747.9,0,0.00,0,0,0,0,0,460000,1221210,0,0,8174795
987,2017-07-01,159119,0,0.00,0,0,0,0,0,990000,1151750,0,0,15911943
419,2017-08-01,0,0,0.00,0,572234,0,0,0,0,0,0,57223408,0
913,2017-06-01,0,0,0.00,7371011.91,0,0,0,0,0,0,0,737101191,0
2425,2017-01-01,0,0,19173938.19,0,0,0,0,0,0,0,0,1917393819,0
2482,2017-07-01,6762230,0,0.00,0,0,0,0,0,0,0,0,0,676222716
868,2017-08-01,36529.3,0,5279917.10,0,0,0,0,0,0,0,0,52799171,3652929
910,2017-07-01,0,0,0.00,0,1429850,0,200000,0,0,0,0,142985087,0
1176,2017-05-01,1768,0,0.00,8674616.86,0,0,0,0,0,0,0,867461686,1768
2424,2017-05-01,106032,0,0.00,0,0,0,0,0,1500000,1509200,0,0,1060321
458,2016-12-01,966248,0,0.00,0,0,0,0,0,400000,400984,0,0,96624819
570,2017-02-01,0,0,6540209.95,0,0,0,0,0,0,0,0,654020995,0
636,2016-12-01,114747,0,0.00,0,0,0,0,14000,2080000,2296580,0,0,1147469
1328,2017-06-01,6496.12,0,4167890.97,0,0,0,0,0,0,0,0,416789097,649612
1566,2017-04-01,743.77,0,518365.02,0,0,0,0,0,0,0,0,51836502,74377
1873,2017-05-01,27422.4,0,0.00,0,0,0,0,154700,830000,397873,0,0,2742239
872,2017-03-01,0,0,0.00,0,838278,0,0,0,0,0,0,83827823,0
1779,2017-09-01,82403.6,0,0.00,0,0,0,0,52000,320000,778856,0,0,824036
1245,2016-12-01,3715.13,0,11694514.32,0,0,0,0,0,0,0,0,1169451432,371513
2060,2017-02-01,43253.7,0,0.00,0,593324,0,0,0,1190000,1249860,0,59332443,4325372
1868,2017-03-01,17447700,0,0.00,0,0,0,0,161994,770000,0,0,0,1744766852
83,2017-08-01,279440,0,0.00,0,923836,166019,0,0,930000,841514,0,92383591,27943995
350,2017-11-01,7638,0,0.00,0,0,0,0,0,0,0,0,0,7638
2205,2017-12-01,291969,0,0.00,0,580411,0,0,89800,2800000,2976740,0,58041097,29196906
351,2017-08-01,276704,222003900,0.00,0,0,0,0,0,0,0,0,0,249674289
1329,2017-02-01,1085100,0,0.00,0,0,0,0,0,0,1556180,0,0,108510336
2004,2017-09-01,80249.5,0,0.00,0,1117480,0,0,0,0,1203720,0,111747931,8024953
751,2017-12-01,197085,0,4255615.26,0,0,0,0,0,0,567336,0,425561526,19708459
1197,2016-12-01,168111,0,0.00,0,0,0,0,1022560,1600000,2788490,0,0,16811149
1965,2017-08-01,72777.6,0,7586535.70,0,1139510,0,0,564000,1060000,1819260,0,872604209,7277759
1651,2017-03-01,0,0,12393945.09,0,0,0,0,0,0,0,0,1239394509,0
518,2017-10-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
2026,2017-01-01,86,0,1203629.68,0,0,0,0,0,0,0,0,120362968,86
2339,2017-05-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
2016,2017-06-01,157592,0,0.00,0,0,0,0,0,1400000,1266170,0,0,15759168
2079,2017-09-01,633127,0,0.00,0,0,0,0,0,0,0,0,0,63312653
2189,2017-11-01,0,0,12605963.70,0,0,0,0,0,0,0,0,126059637,0
758,2017-04-01,0,928843312,0.00,0,0,0,0,0,0,0,0,0,928843312
1065,2017-10-01,2066100,0,0.00,0,0,0,0,0,560000,3450480,0,0,206610044
296,2017-04-01,621613,0,0.00,0,0,0,0,0,0,0,0,0,341811042
1872,2017-11-01,111902,0,0.00,0,0,0,0,0,0,903214,0,0,11190236
1131,2017-04-01,78367,0,9782386.09,0,0,0,0,0,240000,1070660,0,978238609,7836697
999,2017-08-01,35306.2,0,0.00,0,8045100,284800,0,0,0,0,0,804509794,3530615
2222,2017-05-01,2108910,0,9025982.82,0,55776.3,0,0,993806,1310000,2083900,0,908175915,210891085
932,2017-08-01,290492,0,0.00,0,0,0,0,0,1240000,1944870,0,0,29049242
2103,2016-12-01,0,0,5104622.56,0,0,0,0,0,0,0,0,510462256,0
829,2017-12-01,10441000,0,0.00,0,0,0,0,0,800000,0,0,0,1044099166
1654,2016-12-01,327888,0,1193355.52,0,0,0,0,446800,1150000,1417190,0,119335552,32788818
1924,2016-12-01,658305,0,0.00,0,0,0,0,233000,1020000,606720,0,0,65830494
865,2017-11-01,66976.3,0,9545170.20,0,0,0,0,0,420000,1172080,0,95451702,6697634
2368,2017-06-01,0,0,0.00,0,11931000,0,0,0,0,0,1,11930956,0
1882,2017-06-01,10868600,0,0.00,0,0,0,0,0,8700000,1060060,0,0,1086862601
789,2017-05-01,1782900,0,0.00,0,0,0,0,356947,400000,795810,0,0,178289939
1730,2017-07-01,75175.6,0,0.00,0,773213,200810,0,0,760000,903960,0,77321306,7517556
2204,2016-12-01,513942,0,0.00,0,0,0,0,0,2770000,1271540,0,0,5139419
2001,2017-05-01,156225,0,0.00,0,0,0,0,0,0,0,0,0,15622529
1063,2017-01-01,0,0,0.00,0,1393130,20999,0,0,0,0,0,139313072,0
605,2017-01-01,549633,0,0.00,0,0,0,0,0,1290000,0,0,0,54963332
1127,2017-07-01,0,0,0.00,0,3125720,0,0,0,0,0,0,312571686,0
1364,2017-03-01,504214,0,0.00,0,0,0,0,0,0,0,0,0,50421397
1784,2017-03-01,150709,0,6529786.56,0,0,0,0,0,1160000,1763350,0,652978656,15070935
2429,2017-06-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
411,2017-07-01,1527920,0,5853604.13,0,4607310,380800,0,0,1600000,1250830,0,1046091097,152791536
566,2017-07-01,60608.9,0,0.00,0,0,0,0,0,0,618276,0,0,6060894
900,2017-03-01,418881,0,0.00,0,0,0,0,0,1310000,699727,0,0,41888081
1913,2016-12-01,781621,0,0.00,0,0,0,0,477280,3470000,4007960,0,0,78162112
265,2017-09-01,122154,0,0.00,0,0,0,0,0,0,633711,0,0,12215354
2179,2017-11-01,1157590,0,0.00,0,0,0,0,503752,700000,1110250,0,0,1157590
2373,2017-03-01,0,0,18320172.83,0,0,0,0,0,0,0,0,1832017283,0
588,2017-09-01,7798,0,17138580.81,0,0,0,0,0,0,0,0,1713858081,7798
40,2017-12-01,211981,0,0.00,0,282741,0,0,68055,560000,1608890,0,282741,21198132
790,2017-01-01,1082790,0,0.00,0,0,0,0,64300,1200000,1253050,0,0,108279009
1458,2017-04-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
1062,2016-12-01,86351.9,0,0.00,2702787.92,0,0,0,11940,1220000,1281630,0,270278792,8635187
1403,2017-10-01,372808,0,0.00,0,0,0,0,0,0,1506400,0,0,37280826
1741,2017-12-01,308135,0,9751192.10,0,0,0,0,66722,2520000,2400420,0,97511921,30813514
2323,2017-10-01,150195,0,0.00,0,0,0,0,0,1950000,1156830,0,0,15019494
556,2017-06-01,655.65,0,2068570.68,0,0,0,0,0,0,0,0,206857068,65565
14,2017-09-01,8717.38,0,1968408.33,0,0,0,0,0,0,0,0,196840833,871738
1350,2017-02-01,0,0,2105719.83,0,0,0,0,0,0,0,0,210571983,0
2491,2017-02-01,565416,0,0.00,0,0,0,0,0,420000,1502110,0,0,56541593
1228,2017-11-01,48953.1,0,3890857.87,0,0,0,0,10000,1000000,1248940,0,389085787,4895305
1673,2017-05-01,1021380,0,0.00,0,0,0,0,0,2800000,747085,0,0,102138061
1077,2017-10-01,0.1,0,8074952.76,0,0,0,0,0,0,0,0,807495276,1
1454,2017-06-01,0,0,0.00,0,2810340,22900,60000,0,0,0,0,281034038,0
1792,2017-05-01,143701,0,0.00,0,0,0,0,0,860000,885000,0,0,14370065
1197,2017-01-01,16669.5,0,0.00,0,0,0,0,16600,140000,0,0,0,1666947
2446,2017-10-01,162395,0,0.00,0,0,0,0,0,1560000,1640470,0,0,16239542
69,2017-10-01,271765,0,0.00,0,0,0,0,0,1550000,1544450,0,0,27176487
2397,2017-02-01,1264720,0,0.00,0,0,0,0,0,2360000,0,0,0,126472035
191,2017-12-01,166927,0,0.00,0,0,0,0,0,0,0,0,0,166927
1518,2017-01-01,953.35,0,6415385.58,0,0,0,0,0,0,0,0,641538558,95335
364,2017-08-01,235773,0,12861367.35,0,0,0,0,0,0,737718,0,1286136735,23577261
581,2017-05-01,146188,0,3865289.58,0,0,0,0,18000,480000,502086,0,386528958,14618838
665,2017-11-01,11344.8,0,9348137.60,0,2975410,21000,0,0,660000,1319180,0,123235443,1134481
955,2017-12-01,640424,0,7695349.63,0,0,0,0,0,2700000,3086930,0,769534963,64042425
381,2017-07-01,164224,0,0.00,0,0,0,0,0,0,0,0,0,16422351
1740,2017-05-01,236944,0,0.00,0,1093020,14975,0,301200,500000,838332,0,109302275,23694381
1906,2016-12-01,45480.8,0,3042696.97,0,0,0,0,0,1630000,1419130,0,304269697,4548081
2408,2017-12-01,0,0,0.00,0,9480850,0,0,0,0,0,1,948085458,0
92,2017-12-01,4544330,0,4420282.19,0,0,0,0,0,4500000,2223580,0,442028219,454432914
159,2017-10-01,1313300,0,0.00,0,0,0,0,0,0,805531,0,0,131330294
1324,2017-07-01,0,0,0.00,16633407.98,0,0,0,0,0,0,0,1663340798,0
77,2017-02-01,18506,0,2905078.64,0,0,0,0,0,0,0,0,290507864,18506
116,2017-12-01,4945.26,0,6913814.58,0,0,0,0,0,0,0,0,691381458,494526
362,2017-01-01,2105.32,0,0.00,0,0,0,0,0,0,0,0,0,210532
952,2016-12-01,0,0,1.64,0,0,0,0,0,0,0,0,164,0
1249,2017-10-01,103889,0,0.00,0,0,0,0,0,940000,951423,0,0,10388942
2109,2017-01-01,118134,0,0.00,0,3551540,326682,50000,293450,680000,565429,0,355154015,11813387
294,2017-04-01,118363,0,7794561.90,0,0,0,0,0,0,1775070,0,77945619,11836308
1676,2017-09-01,3830130,0,0.00,0,0,0,0,527631,1500000,1327040,0,0,383012797
2063,2017-11-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
715,2017-01-01,0,0,0.00,0,424757,0,0,0,0,0,0,42475665,0
41,2017-12-01,116018,0,0.00,0,693572,20391,0,100490,2580000,2178390,0,69357234,11601829
540,2017-05-01,288868,0,0.00,0,0,0,0,11000,1960000,1375400,0,0,2888676
1580,2017-07-01,15379,0,0.00,0,0,0,0,0,0,0,0,0,1537903
1442,2017-12-01,275781,0,0.00,0,0,0,0,0,2740000,1289140,0,0,27578058
72,2017-05-01,10000,0,0.00,0,0,0,0,0,0,0,0,0,10000
780,2016-12-01,1493880,0,0.00,0,0,0,0,0,0,0,0,0,149388199
1353,2017-08-01,807939,0,0.00,0,0,0,0,0,0,0,0,0,80793948
2072,2017-10-01,49479,0,0.00,0,0,0,0,11400,1070000,1116100,0,0,49479
2186,2017-09-01,571015,0,0.00,0,0,0,0,96000,2670000,2173490,0,0,57101497
528,2017-11-01,283888,0,0.00,0,0,0,0,0,2700000,2728400,0,0,28388807
970,2017-06-01,17599.9,0,0.00,0,6091800,0,0,0,0,0,0,609179953,1759986
939,2017-08-01,2502130,0,0.00,0,0,0,0,458000,0,1460480,0,0,250213459
2406,2017-12-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
2443,2017-12-01,0,0,6603206.43,0,0,0,0,0,0,0,0,660320643,0
851,2017-11-01,286334,0,219356.80,0,0,0,0,0,960000,966725,0,2193568,28633397
2012,2017-11-01,363216,0,20450339.53,0,0,0,0,0,0,3992150,0,2045033953,36321593
746,2017-03-01,3026,0,0.00,0,20211200,0,0,0,0,0,0,2021122082,3026
234,2017-11-01,632672,0,0.00,0,0,0,0,6800,2000000,3166490,0,0,63267243
184,2017-04-01,194.12,0,5583159.86,0,3167290,0,0,0,0,0,0,87504452,19412
2359,2017-09-01,2901600,0,0.00,0,0,0,0,138171,540000,995374,0,0,290159531
1108,2017-09-01,648.66,0,6707822.93,0,4194850,0,180000,0,850000,1248770,0,1090267041,64866
2396,2017-09-01,1,0,16765426.15,0,828741,104870,0,0,0,0,0,1759416748,1
868,2017-02-01,52360.8,0,4684976.06,0,0,0,0,0,400000,0,0,468497606,5236085
1494,2017-09-01,0,0,0.00,0,15609800,0,0,0,0,0,0,1560976903,0
1857,2017-06-01,73905.1,0,0.00,0,0,0,0,0,3060000,1579680,0,0,739051
1448,2017-04-01,889796,0,0.00,0,2971740,0,0,0,3900000,1421450,0,297174305,8897959
1451,2017-07-01,38998.6,0,0.00,0,3030140,0,0,582500,0,0,0,303013776,3899863
432,2017-09-01,52613.9,0,5557917.20,0,946533,15362,0,17750,720000,761840,0,650445043,526139
91,2017-11-01,1021600,0,8699326.10,0,0,0,0,0,660000,3963580,0,86993261,102160317
682,2017-10-01,2941750,0,0.00,0,0,0,0,0,0,0,0,0,294175059
799,2017-08-01,928662,0,0.00,0,0,0,0,0,0,708429,0,0,92866224
1109,2017-10-01,68560.9,0,0.00,0,0,0,0,0,730000,741107,0,0,6856093
293,2016-12-01,0,0,11640133.76,0,0,0,0,0,0,0,0,1164013376,0
2101,2017-01-01,460455,0,0.00,0,1762980,47986,0,43000,1510000,939108,0,176298356,46045486
1202,2017-11-01,347251,0,0.00,0,0,0,0,0,1200000,1062280,0,0,34725123
1334,2017-10-01,139995,0,2844003.71,0,1470250,0,0,0,860000,1244290,0,431424976,13999489
1942,2017-04-01,653700,0,0.00,0,0,0,0,0,430000,1170260,0,0,65370032
1762,2017-08-01,15.48,0,0.00,0,0,0,0,0,0,1186830,0,0,1548
774,2017-10-01,1752790,0,0.00,0,0,0,0,0,0,0,0,0,175278544
1235,2017-01-01,2089790,0,0.00,0,0,0,0,480409,1400000,1475180,0,0,208978696
30,2017-07-01,1379.71,0,0.00,0,2097780,0,0,0,0,0,0,2097779,137971
483,2017-12-01,6803750,0,0.00,0,0,0,0,0,0,1805250,0,0,680374864
1806,2017-06-01,0,0,7951410.34,0,0,0,0,0,0,0,0,795141034,0
2415,2017-03-01,544468,0,0.00,0,0,0,0,0,890000,0,0,0,54446755
13,2017-07-01,475592,0,13312752.84,0,0,0,0,0,0,449600,0,1331275284,47559216
1803,2017-07-01,9102340,0,0.00,0,0,0,0,0,1500000,2216490,0,0,910234013
574,2017-02-01,0,0,19008663.11,0,0,0,0,0,0,0,0,1900866311,0
382,2017-06-01,4715160,0,0.00,0,0,0,0,0,0,0,0,0,47151553
1610,2017-06-01,0,0,1244902.29,0,0,0,0,0,0,0,0,124490229,0
2261,2017-08-01,327.48,0,0.00,0,868757,48700,0,13750,0,0,0,86875665,32748
2031,2017-07-01,530646,0,0.00,0,0,0,0,0,0,0,0,0,53064613
2141,2017-04-01,0,0,12685888.87,0,0,0,0,0,0,0,0,1268588887,0
45,2017-08-01,447.71,0,8534782.84,0,0,0,0,0,0,0,0,853478284,44771
1704,2017-04-01,64451.1,0,11409327.60,0,0,0,0,0,380000,386719,0,114093276,6445105
2499,2017-03-01,7372,0,0.00,0,0,0,0,0,0,0,0,0,7372
971,2017-01-01,562862,0,0.00,0,0,0,0,143288,0,1254620,0,0,56286172
568,2017-10-01,9134.06,0,0.00,0,0,0,0,0,1180000,1170850,0,0,913406
978,2017-05-01,4495.22,177457523,0.00,0,0,0,0,0,0,0,0,0,177907045
2207,2017-05-01,0,0,0.00,0,989515,0,0,0,0,0,0,98951532,0
2267,2017-05-01,210051,0,14868425.74,0,0,0,0,0,500000,827253,0,1486842574,21005134
327,2017-01-01,232993,0,0.00,0,0,0,0,42200,1310000,1479270,0,0,23299294
2212,2016-12-01,11981.2,0,0.00,0,0,0,0,0,0,0,0,0,1198121
514,2017-04-01,0,0,5274715.94,0,0,0,0,0,0,0,0,527471594,0
1827,2017-05-01,56416.3,0,0.00,0,0,0,0,9000,860000,872587,0,0,5641626
2293,2017-03-01,120353,0,0.00,0,0,0,0,0,0,0,0,0,12035285
2410,2017-04-01,0,0,17827739.32,0,0,0,0,0,0,0,0,1782773932,0
2139,2017-08-01,0,0,1302857.42,0,2423830,1999600,0,0,0,0,0,372668563,0
19,2017-11-01,171120,0,0.00,0,629728,0,0,0,0,2653430,0,62972842,17112008
657,2017-05-01,5153.32,0,0.00,0,3925930,0,190000,17000,860000,860020,0,392593483,515332
1083,2017-08-01,155534,0,0.00,0,0,0,0,0,550000,1104960,0,0,15553442
1313,2017-01-01,72192.8,0,0.00,0,1143820,0,0,0,550000,607212,0,114381648,721928
1644,2017-05-01,8092.12,0,0.00,0,0,0,0,15000,2040000,2072650,0,0,809212
32,2017-02-01,8939830,0,0.00,0,0,0,0,0,0,0,0,0,893983207
1825,2017-04-01,228462,0,0.00,0,0,0,0,0,0,0,0,0,228462
1840,2017-04-01,0,0,2971991.21,0,0,0,0,0,0,0,0,297199121,0
859,2017-09-01,72296.5,0,0.00,0,0,0,0,0,0,1084440,0,0,7229653
1708,2017-05-01,1033.19,0,7610396.35,0,0,0,0,0,0,0,0,761039635,103319
1212,2017-07-01,1175540,0,0.00,0,0,0,0,99800,2790000,0,0,0,1175535
2130,2017-12-01,0,0,3649957.35,0,0,0,0,0,0,0,0,364995735,0
99,2016-12-01,13937.8,0,0.00,0,0,0,0,0,1290000,1495210,0,0,1393781
2484,2017-08-01,0,828750576,0.00,0,0,0,0,0,0,0,0,0,828750576
598,2017-03-01,1762580,0,1652783.77,0,0,0,0,0,0,763693,0,165278377,176257834
1081,2017-10-01,3576210,0,0.00,0,0,0,0,0,0,1759350,0,0,357620871
2129,2017-02-01,28813.5,0,1590603.69,0,837647,0,0,0,990000,871431,0,242825069,2881351
1735,2017-02-01,723586,0,0.00,0,0,0,0,0,400000,790367,0,0,72358616
461,2017-05-01,838.55,0,0.00,0,0,0,0,0,1590000,1600490,0,0,83855
2006,2017-02-01,48640.1,0,0.00,0,2443860,0,190000,0,1100000,1163330,0,244385927,4864009
1820,2017-10-01,0,0,0.00,0,313820,461957,0,0,0,0,0,31381955,0
24,2017-04-01,28810.7,0,0.00,0,5614970,174000,1100000,0,0,0,0,561496915,2881065
730,2017-02-01,521689,800000000,0.00,0,0,0,0,0,0,0,0,0,852168891
1460,2017-07-01,183807,0,0.00,0,2763290,0,0,50820,540000,1365200,0,276329071,18380679
2456,2017-01-01,7890.03,0,0.00,0,0,0,0,0,0,0,0,0,789003
84,2017-10-01,719398,0,0.00,0,0,0,0,0,0,0,0,0,71939795
1203,2017-01-01,0,0,13204834.16,0,0,0,0,0,0,0,0,1320483416,0
103,2017-11-01,634410,0,0.00,0,0,0,0,0,1660000,644691,0,0,63440996
201,2017-12-01,12009.1,0,0.00,0,22157.5,0,0,0,0,0,0,2215748,1200911
1173,2017-08-01,0,0,0.00,0,504721,0,0,0,0,0,0,50472134,0
393,2017-08-01,1442370,0,0.00,0,0,0,0,0,2210000,1249440,0,0,144236648
638,2017-04-01,6154,0,0.00,0,14821100,440787,0,0,0,0,0,1482114128,11299796
758,2017-05-01,0,928843312,0.00,0,0,0,0,0,0,0,0,0,928843312
963,2017-12-01,345833,0,0.00,0,0,0,0,0,2100000,2223860,0,0,34583266
1146,2017-02-01,306998,0,0.00,0,0,0,0,0,0,1099340,0,0,3069985
98,2017-12-01,3974450,0,0.00,0,0,0,0,0,2100000,1797060,0,0,397444812
590,2016-12-01,207650,0,0.00,0,0,0,0,0,0,0,0,0,2076504
796,2017-02-01,86571.4,0,3247535.68,0,0,0,0,0,400000,406061,0,324753568,8657142
1847,2017-01-01,25590.3,0,0.00,0,1134020,60000,0,0,860000,1432750,0,113401542,2559028
1145,2017-12-01,224584,0,0.00,0,0,0,0,0,0,1392360,0,0,22458439
336,2017-12-01,230368,0,8336802.23,0,0,0,0,0,1260000,478564,0,833680223,23036796
964,2017-02-01,92295.7,0,0.00,0,848562,0,0,6487,1220000,890793,0,84856171,9229571
1929,2017-07-01,67602.7,0,5430674.41,0,971398,0,0,78200,860000,740211,0,640207241,6760266
1780,2017-04-01,0,0,6641957.11,0,0,0,0,0,0,0,0,664195711,0
1780,2017-10-01,0,0,5475842.69,0,0,0,0,0,0,0,0,547584269,0
616,2017-01-01,315828,0,0.00,0,0,0,0,0,2880000,1360100,0,0,31582831
2006,2017-05-01,3420.49,0,0.00,0,2611840,0,120000,0,1210000,1214200,0,261184323,342049
2044,2017-09-01,4274670,0,0.00,0,0,0,0,0,0,819140,0,0,427466607
1524,2017-10-01,0,0,12897809.96,0,44876.2,0,0,0,0,0,0,1294268615,0
263,2017-03-01,245799,0,0.00,0,0,0,0,0,0,0,0,0,24579882
879,2017-04-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
1944,2017-12-01,0,0,0.00,0,4398810,0,0,0,0,0,0,439881209,0
237,2017-05-01,31049.6,0,2668825.55,0,0,0,0,0,460000,473322,0,266882555,310496
415,2017-04-01,1247070,0,0.00,0,0,0,0,0,800000,1368560,0,0,12470684
2320,2017-11-01,1522.93,0,0.00,0,0,0,0,0,0,0,0,0,152293
1696,2017-03-01,61621,0,4615287.61,0,0,0,0,0,950000,1937610,0,461528761,6162103
1759,2017-02-01,4791.46,0,0.00,0,0,0,0,0,0,0,0,0,479146
2036,2017-03-01,54199.6,0,6233991.74,0,2303210,50360,160000,0,1290000,1941240,0,853719928,5419957
1357,2017-01-01,3825740,0,2931789.03,0,0,0,0,0,0,0,0,293178903,382573763
1952,2016-12-01,18496.6,0,3415004.62,0,1021410,0,0,0,0,0,0,443641927,1849663
1645,2017-07-01,200092,0,14908727.55,0,0,0,0,0,0,0,0,1490872755,20009223
263,2017-06-01,245799,0,0.00,0,0,0,0,0,0,0,0,0,24579882
516,2017-05-01,190023,0,841911.64,0,0,0,0,168900,1230000,1397480,0,84191164,1900233
822,2016-12-01,454413,0,2895048.48,0,334943,14975,0,0,1200000,534478,0,32299915,45441311
1142,2017-10-01,20631.2,0,0.00,0,0,0,0,22600,1550000,1016210,0,0,2063116
1839,2017-01-01,847769,0,0.00,0,3265980,490,0,368462,920000,0,0,326597521,84776948
348,2017-09-01,0,0,0.00,0,3381000,0,0,0,0,0,0,338100275,0
1894,2017-11-01,102281,0,0.00,0,0,0,0,0,0,0,0,0,10228133
1104,2017-08-01,0,0,13697412.47,0,0,0,0,0,0,0,0,1369741247,0
2104,2017-02-01,530247,0,1464128.00,0,0,0,0,8800,850000,883506,0,1464128,53024714
464,2017-05-01,175809,0,0.00,0,0,0,0,45900,800000,575091,0,0,17580906
912,2017-08-01,0,0,0.00,0,995414,647752,0,0,0,0,0,99541445,0
1112,2017-11-01,5803,0,0.00,0,0,0,0,0,0,0,0,0,5803
333,2017-11-01,31352.3,460146943,0.00,0,0,0,0,0,0,0,0,0,463282178
1354,2017-12-01,0,0,0.00,0,916626,0,0,0,0,0,0,91662562,0
1621,2017-01-01,6424.68,0,0.00,0,0,0,0,0,1080000,1081940,0,0,642468
1274,2017-08-01,0,0,4204672.76,0,2347180,0,0,0,0,0,0,655185776,0
1443,2017-09-01,103180,0,0.00,0,0,0,0,0,790000,707709,0,0,1031799
1616,2017-04-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
1799,2016-12-01,4696690,0,0.00,0,0,0,0,0,0,0,0,0,469668588
663,2017-06-01,23815.4,0,3151885.76,0,0,0,0,119124,560000,0,0,315188576,2381536
1141,2017-06-01,59473.2,0,0.00,0,0,0,0,0,1070000,1090540,0,0,5947321
1203,2017-12-01,0,0,10865649.45,0,0,0,0,0,0,0,0,1086564945,0
1880,2016-12-01,210883,0,8174062.42,0,290463,1391400,70000,1650000,0,1797320,0,846452532,21088257
185,2017-07-01,536515,0,0.00,0,0,0,0,0,0,0,0,0,53651545
1172,2017-05-01,202,0,9641266.85,0,337846,0,0,0,0,0,0,997911277,202
692,2017-10-01,44590.7,0,0.00,11295381.48,0,0,0,5100,640000,649117,0,1129538148,4459069
386,2016-12-01,8795650,0,0.00,0,0,0,0,0,0,0,0,0,879564896
701,2017-02-01,479970,0,0.00,0,3525940,44751,200000,197746,2460000,1380790,0,352593532,47996987
1409,2017-10-01,346.5,0,0.00,0,4695400,3000,70000,0,1230000,1659820,0,469539578,3465
1420,2017-04-01,0,0,0.00,0,985707,0,0,0,0,0,0,9857066,0
1673,2017-08-01,842615,0,0.00,0,0,0,0,188900,1170000,747085,0,0,84261535
1878,2017-10-01,485.58,0,15421242.32,0,0,0,0,0,0,0,0,1542124232,48558
2177,2017-06-01,1014.84,0,15746392.71,0,0,0,0,0,0,0,0,1574639271,101484
612,2017-06-01,0,0,0.00,0,17100600,1867080,0,0,0,0,0,1710061165,0
997,2016-12-01,499109,0,13019661.00,0,0,0,0,12263,1160000,395436,0,13019661,49910914
1904,2017-11-01,11642.3,0,0.00,0,0,0,0,0,0,0,0,0,1164232
1398,2017-07-01,63929.3,0,0.00,0,0,0,0,0,1740000,1746890,0,0,6392935
1867,2017-03-01,182828,0,0.00,0,0,0,0,0,3580000,1949280,0,0,18282819
475,2017-06-01,528056,0,0.00,0,0,0,0,69900,950000,0,0,0,52805613
1725,2017-09-01,2382030,0,0.00,0,0,0,0,0,0,0,0,0,238203007
2080,2017-11-01,1541200,0,0.00,0,0,0,0,0,0,0,0,0,154119833
2408,2017-10-01,0,0,0.00,0,9480850,0,0,0,0,0,1,948085458,0
411,2017-01-01,0,0,0.00,0,2593350,139800,0,0,0,0,0,259334849,0
346,2017-11-01,531203,0,0.00,0,1629200,216472,660000,248150,2400000,3612470,0,162920406,53120265
1873,2017-04-01,99865.1,0,0.00,0,0,0,0,460900,600000,1113380,0,0,998651
2496,2017-07-01,0,0,1566090.45,0,366533,15363,0,0,0,0,0,193262342,0
2473,2017-07-01,762669,0,0.00,0,0,0,0,150000,3300000,2098490,0,0,76266923
1112,2016-12-01,1016930,0,0.00,0,0,0,0,0,0,0,0,0,101692935
1945,2017-02-01,85368,0,0.00,0,0,0,0,0,1380000,1361870,0,0,8536804
2098,2017-02-01,490301,0,0.00,0,0,0,0,0,1200000,0,0,0,49030118
531,2017-01-01,12899.3,0,15566975.13,0,4033780,36700,120000,0,920000,1049860,0,1960075094,1289929
1202,2017-09-01,455500,0,0.00,0,0,0,0,0,2790000,1062280,0,0,45549969
1512,2017-08-01,0,0,0.00,0,605844,0,0,0,0,0,0,60584382,0
1952,2017-03-01,12851.6,0,3159154.80,0,972927,0,0,0,0,0,0,41320818,1285158
226,2016-12-01,9942560,0,0.00,0,0,0,0,0,0,0,0,0,994255806
1481,2017-04-01,146515,0,0.00,0,0,0,0,0,0,1082970,0,0,14651513
1051,2017-10-01,382889,0,0.00,0,0,0,0,0,800000,735166,0,0,38288903
2245,2017-07-01,0,800000000,0.00,0,0,0,0,0,0,0,0,0,8000000
2471,2017-05-01,0,0,0.00,0,983659,684684,0,0,0,0,0,98365874,0
1709,2016-12-01,182711,0,0.00,0,0,0,0,0,1530000,1522750,0,0,18271135
998,2016-12-01,1918150,0,0.00,0,0,0,0,276650,1400000,0,0,0,191815126
1239,2017-11-01,0,0,0.00,0,0,0,0,0,0,0,0,0,0
2321,2017-02-01,472288,0,0.00,0,0,0,0,0,0,0,0,0,47228796
276,2017-07-01,185272,0,0.00,0,0,0,0,5000,1600000,758909,0,0,18527179
355,2017-08-01,229665,0,0.00,0,0,0,0,0,0,1238350,0,0,22966539
744,2017-11-01,0,250000000,0.00,0,0,0,0,0,0,0,0,0,2500000
2291,2017-07-01,765160,0,0.00,0,0,0,0,1517270,3140000,2438250,0,0,76516006
